network_type,device_os,platform,bearer_type,geo_coordinates,is_roaming,phone_number,device_type,user_id,msisdn,event_time,action,os_type,os_version,cell_location,transaction_id,event_name,is_fraud,event_type,event_id,terminal_model,tracking_id,home_network,session_id,service_action,connection_type,timestamp,position,access_technology,subscriber_id,roaming_active,device_model,handset,roaming_status,location,log_time,recorded_at
,,,4G,,,,,8214801214975,,,,,iOS 16,"78.9612,-109.1204",,,False,,,,227a59df-7d76-4d2c-bb9e-b20c8468b6f4,,,power_on,,,,,,,Xiaomi Mi 11,,True,,,2023-10-31T07:11:02.000Z
4G,,Android 13,,"-39.4358,103.8943",,9440560325900,,,,,,,,,,app_launch,True,,,iPhone 13,af4b56f5-8d8e-4607-afa3-2413a70b3f13,,,,,24/08/2023 16:52:54,,,,False,,,,,,
,Android 11,,4G,,,,,5562662254053,,,,,,,,,False,app_launch,73c07f91-8abf-4bb7-a70b-c50a848a7f58,,,True,,,,,"16.2999,-105.1890",,,,Xiaomi Mi 11,,,,,14/02/2023 20:17:32
WiFi,Android 11,,,,,,,6470093234283,,,app_launch,,,,,,False,,,Samsung Galaxy S22,,True,,,,,,,,,,,,"-32.6602,-87.2823",2023-01-18T00:13:44.000Z,
,,,,,,9562858795585,,,,1694605937,,,iOS 15,,,,False,,,,7c18a589-7b9c-4ee2-bdc6-2252bd098d44,True,,app_launch,,,"36.8924,87.4502",,,,iPhone 13,,,,,
,,,2G,,,,,,5571829773820,,,,Android 13,,,,False,SIM switch,,,,,64282a13-636f-4359-af06-dc378a061e14,,,,,,,,Vivo V25,,True,"-44.5457,90.8775",11/12/2023 22:56:24,
,,,5G,,False,,,,5669333729415,,power_on,,Android 13,,,,False,,,,,,fabf5fd4-7f2c-4f7a-8b16-76e473774d1f,,,2023-09-20T01:56:29.000Z,,,,,Samsung Galaxy S22,,,"57.0733,79.6735",,
WiFi,,,,"-83.5880,-131.8106",,,OnePlus 10,,,,,,,,,,False,location_change,0d8defdf-7701-4c0c-9856-866da033d2b0,,,True,,,,2023-03-26 13:40:05,,,3685011305380,,,,,,,
,,,WiFi,"87.5287,75.4718",,,iPhone 14,,,,,Android 12,,,,location_change,False,,,,badc79f5-2b72-4fed-b503-c7455c98a504,,,,,,,,8329993146334,,,,True,,,08/02/2023 17:29:02
,,,,,False,8792939909303,Samsung Galaxy S22,,,,,,iOS 15,,,,False,,,,6e50ef21-82bc-4108-9ea3-8e9367c9c589,,,SIM switch,2G,2023-09-19T13:35:48.000Z,,,,,,,,"-50.3749,-75.6431",,
,Android 11,,,,,,,,,,,,,,,location_change,False,,db03a0c3-d38f-4665-a173-a6d699fd06b7,OnePlus 10,,True,,,,1697971873,,2G,3396763365563,,,,,"89.4974,17.6958",,
3G,,,,"45.7352,-178.3425",,,OnePlus 10,9352926906252,,,power_on,Android 13,,,f8656fcd-127a-40a3-8227-5b9b4d5acd2b,,False,,,,,,,,,2023-01-08 12:10:58,,,,True,,,,,,
,,Android 12,3G,"-88.9708,-150.0903",True,,,,,2023-05-08 03:28:29,,,,,0d9614a7-e4fa-4c3e-8301-4bdf40f35a22,,False,,,iPhone 13,,,,,,,,,6409636420633,,,,,,,
,,iOS 15,,,,,,,1017563506144,,,,,"-74.2414,29.7890",,location_change,False,,,,454c10a1-1413-4c8c-8640-e5b3c3d333b2,False,,,3G,1673358769,,,,,,,,,,
3G,Android 11,,,,,,OnePlus 10,,1980330493864,,,,,"-56.4421,-103.9432",96533c25-697a-4048-a3fc-44d3f34f387b,,False,location_change,,,,False,,,,,,,,,,,,,,03/11/2023 15:08:05
,,Android 12,,,,,,,,,,,,"-65.8811,-50.6534",,,False,,b35ff296-8bc0-4c71-8e57-0736a5af0d79,Oppo F21,,False,,app_launch,,,,WiFi,1898202183697,,,,,,2023-11-13 15:07:24,
,,Android 13,,,,,,,3942236712323,,,,,,00fe1c7b-7fde-4de7-b822-3bced850846a,power_on,False,,,,,True,,,,,,3G,,,,Oppo F21,,"89.2281,161.7719",2023-02-04T20:28:16.000Z,
,iOS 16,,,"58.5125,74.6581",,,Vivo V25,,,,location_change,,,,be7ed941-5f1b-45a9-bd63-2c794faee5b6,,False,,,,,,,,,2023-06-23T19:12:18.000Z,,WiFi,1460927802974,,,,False,,,
4G,,,,,False,,,,6062295724820,1689780216,,,,,472e162e-5a3c-4073-9486-2378056c56a5,,False,,,,,,,power_on,,,"67.5113,11.9801",,,,iPhone 14,,,,,
,,,,,,,,,2934231062888,,,,Android 11,,38abcb70-409f-4df6-bd91-8f4c7f41ff41,,False,,,Pixel 6,,,,SIM switch,,,"49.4940,-49.7510",5G,,,,,False,,1682544175,
,,Android 12,5G,,,,,,,1688535844,power_on,,,,,,False,,,,,,e493d7de-72c7-47bd-be55-23711ac1ef64,,,,"87.4130,-130.6886",,6139141807871,,OnePlus 10,,False,,,
2G,,Android 13,,,-4,,,,,,power_on,,,,401343f3-5842-40cc-bab2-a3f909d1a283,,False,,,,,,,,,,"41.5958,153.2625",,2983499872003,,Oppo F21,,,,,08/18/2023 03:22:02
,,,,,,,,,7930521074606,,,Android 12,,,0d475c9a-cd02-4338-b54a-05cc3db7d2ad,SIM switch,False,,,Oppo F21,,True,,,,,,5G,,,,,,"-24.5124,-115.3123",2023-12-03 02:07:00,
,,,,,,7491975770048,,,,2023-11-02 18:57:18,,Android 13,,,6e1538c8-481d-4269-8631-bc763e73dc39,location_change,False,,,,,,,,,,"31.7321,52.8106",4G,,,,Pixel 7,False,,,
,,,,,,,,,,1686359948,,,iOS 16,,8218e388-dc41-4b37-910a-9d1026e0b562,app_launch,False,,,,,,,,,,,3G,2329561783383,,Oppo F21,,False,,,
,,,,,False,,,6266787225168,,,,iOS 15,,,,,False,,,Samsung Galaxy S22,,,5ff1d371-b235-4f53-b726-ffbbcc31e364,SIM switch,5G,,"-76.4808,157.6946",,,,,,,,1697320162,
,Android 12,,,,,1498548913522,Pixel 7,,,2023-12-24 11:19:05,,,,,,,False,,294626ad-23ea-472a-a2ca-c2290e13b274,,,,,SIM switch,,,,WiFi,,True,,,,"84.0064,-158.1719",,
,Android 13,,2G,,,,,2731823217343,,,,,,,,SIM switch,False,,,Oppo F21,,,d2907180-0dbd-47a7-8ab8-3d3541f57855,,,,"-9.3763,22.7259",,,,,,False,,1702732259,
,,,,,,,,9980787346187,,1683868736,,,Android 12,,,location_change,False,,e7e77377-7cfb-4ecb-96c5-c8e621e11ec6,Realme GT,,False,,,,,,,,,,,,"27.2298,-128.4663",,
,,,3G,,False,,Vivo V25,2594448584036,,,SIM switch,,Android 13,,,,False,,ef7715ec-ba21-4792-b588-3f89f853f50e,,,,,,,,,,,,,,,"57.8389,-22.0438",1674034935,
,Android 11,,3G,"-76.5078,-91.0461",,,,3384369630638,,2023-09-14T12:28:49.000Z,,,,,,,False,,,,337e149d-8994-4dcf-9aa0-7209326b3d15,,,location_change,,,,,,,Oppo F21,,False,,,
,,,,,True,,Realme GT,,,,app_launch,Android 13,,,,,False,,,,,,7efe69f4-7d0a-4291-9260-760a5502ae64,,,,"-69.2201,123.2462",WiFi,4735377755547,,,,,,1682557841,
,,Android 11,,,False,1199250488715,,,,2023-02-26 20:19:13,,,,,ac94ebc5-8415-4536-b561-d8556659a1e8,,False,,,Pixel 6,,,,app_launch,,,,,,,,,,"79.1829,43.7249",,
4G,,,,,,,,,,,,,iOS 15,"38.0275,50.9930",,,False,SIM switch,8e34c2d2-0f60-4398-a0e1-0e63e429ea3a,Oppo F21,,,,,,,,,4222512864135,False,,,,,12/12/2023 19:35:15,
,iOS 16,,,,,,Samsung Galaxy S22,4357922194801,,,,,,"-23.6817,120.1175",,app_launch,False,,9f5aa00c-3315-4dca-8c27-ca90346416f6,,,,,,,,,3G,,,,,False,,,2023-04-13T17:28:11.000Z
,,,4G,,,,iPhone 14,,3825423834699,21/07/2023 19:25:54,,Android 13,,,3576c2a9-d0de-48e0-b5f0-4f382da0c1a8,app_launch,False,,,,,,,,,,"-5.5048,93.2737",,,True,,,,,,
2G,,,,,,,,,,,,,iOS 15,,,,False,,,,6a565eb9-b4fa-49c4-ba37-705869dcab26,,,,,06/13/2023 13:15:16,,,3928319453791,True,,OnePlus 10,,"-14.7423,-32.6065",,
4G,,,,"-54.1575,-35.5885",,,,,,,,Android 12,,,,power_on,False,,,,3a2c3ba4-e514-4529-bbab-48cde5ff8ca6,False,,,,,,,6127191068998,,Pixel 6,,,,1691818794,
,,,,,,3016694087311,,,,,,,iOS 15,"-65.7850,-119.1919",,,False,,,Pixel 7,63b9ba98-4ac7-40a9-9028-0daf1e53435f,,,,,,,4G,,True,,,,,2023-02-26 14:45:23,
,,,,,,,,,,,,,,,,,False,SIM switch,0a5c71cc-3d1a-4eb4-a4e5-3128427878c2,,,,,,,,"-45.5517,134.2060",5G,7751072100459,False,iPhone 14,,,,2023-04-08 08:23:31,
,,Android 13,,,,2042693954573,Samsung Galaxy S22,,,2023-03-19T09:16:59.000Z,,,,,,,False,power_on,,,,,4ff79646-773e-408f-ac9b-bd25e509ce7b,,,,"-2.1565,137.1246",4G,,True,,,,,,
WiFi,Android 12,,,,,,,,,,,,,"-38.1182,72.9540",,,True,,,,a03f0135-eb72-42a8-b668-e019d4994286,True,,,,,,,1941661117404,,Pixel 7,,,,,07/29/2023 14:18:25
3G,Android 11,,,,False,,,,,,,,,,,,False,SIM switch,e95e2aeb-23ba-442d-b977-f9a8934bd6bb,,,,,,,,,,2740996240043,,Pixel 6,,,"37.2924,-108.8528",,2023-12-28T21:58:51.000Z
,,,,,,,,,,2023-06-15T05:58:56.000Z,,iOS 16,,"77.1195,5.3511",,,False,,,iPhone 14,19701e1f-aa3c-4c92-bafd-667ccb8576a3,,,SIM switch,3G,,,,7490078711633,,,,True,,,
WiFi,,,,,,,,,,,,,Android 13,,56f483d8-f9b7-4675-8565-2d94bf1740a6,,False,,,,,,,app_launch,,2023-12-14 14:26:16,,,2708120050892,,Xiaomi Mi 11,,False,"74.3496,15.3429",,
2G,,iOS 15,,"-75.0240,63.9162",,,Oppo F21,7387282528384,,08/08/2023 03:50:09,,,,,,,False,,,,92fac8a2-3e74-40c7-a661-ec7890bd7d6c,,,app_launch,,,,,,,,,False,,,
WiFi,iOS 15,,,,,,,,,,,,,,,SIM switch,False,,e532f0a2-b34d-44dc-baed-c181ad8f82b8,,,,,,,05/09/2023 00:45:47,"24.8818,72.2022",,6919592215280,,Oppo F21,,True,,,
,Android 12,,,,,,,6822238267371,,,,,,"-68.2120,125.3383",79274f2d-01f4-40c2-ad29-44b114522413,,False,,,,,False,,power_on,,,,4G,,,,,,,,2023-01-07T20:01:42.000Z
,,Android 11,,,,,,4111422391987,,,,,,,,,False,,,,2617fb81-f4d7-4c62-862b-48945af2ad71,,,location_change,,,"-44.9012,-22.5386",5G,,,OnePlus 10,,True,,1691118708,
4G,iOS 15,,,,,,,,4445228723783,07/11/2023 01:45:55,,,,,,,False,,,,,,10fea10e-6071-4056-a708-916dec0959a4,location_change,,,"-35.2413,-148.1391",,,,iPhone 14,,True,,,
,,,2G,,,,,,,,location_change,Android 13,,"-71.9377,75.1024",,,False,,,,,,8ed0c2a7-552c-43f2-a804-34051b384bc0,,,,,,3908262640777,,Xiaomi Mi 11,,False,,1678266479,
,Android 12,,4G,,,,,,,02/11/2023 11:11:53,,,,,,,False,,,,7dd9376c-bb91-45c5-be5f-c61c836805a7,,,location_change,,,"38.8270,-107.4332",,3315530422940,False,,Pixel 7,,,,
,,,,,False,,,4056609684101,,09/11/2023 08:00:29,location_change,iOS 15,,,ece08715-86e1-4caf-b904-edc409eacb56,,False,,,,,,,,5G,,"4.4201,108.7125",,,,,OnePlus 10,,,,
,Android 11,,,"-83.3225,-143.0846",,,,,3621439556903,,power_on,,,,,,False,,,,03737018-cd15-44d6-ab33-134cf55fb0a3,,,,,,,4G,,,,Samsung Galaxy S22,True,,2023-04-25 15:22:50,
,Android 11,,4G,"-77.2417,99.5710",,,,,7509113833621,,,,,,,,True,power_on,,,856fd343-df15-4d8f-8e1e-a2fbdd39c136,,,,,,,,,,iPhone 14,,False,,1675740540,
3G,,,,"22.9745,-6.8742",,,,,,,,Android 11,,,,,False,,,,,,a0d85268-50c5-4314-b5fc-922db99f606c,SIM switch,,14/11/2023 20:09:23,,,8391038644019,False,,Samsung Galaxy S22,,,,
4G,Android 13,,,,True,,,,,2023-10-26 18:23:13,,,,,cb5e0148-b5cb-453d-a93d-6f59e685bf14,,False,location_change,,Realme GT,,,,,,,"-2.2931,69.2011",,3625140781236,,,,,,,
,,Android 11,5G,,,,,5126188122458,,1684225232,,,,"-33.4324,125.9491",8aa7b4ed-46b4-4a6e-beb9-711fa9e29ffb,,False,app_launch,,,,,,,,,,,,True,Vivo V25,,,,,
,,,,,,,,6535608377836,,,,Android 13,,,,,False,,,,,,064badcb-f8d4-4259-9d3b-ab627e623fb7,app_launch,,,,WiFi,,,Samsung Galaxy S22,,True,"-27.8204,126.4467",,2023-05-18T22:48:52.000Z
,,,,,,,,,3791886925136,,,iOS 16,,"52.0995,-49.8740",,SIM switch,False,,,,,False,92a13556-0bd5-4449-b81b-0d6a5b618af5,,3G,2023-07-03 12:57:06,,,,,,Realme GT,,,,
,,,,"64.5845,78.3473",,,,,2523182305085,2023-07-25 10:20:20,,,Android 12,,3a5c76a7-e2e1-4f49-81fb-c737304d99e1,,False,SIM switch,,,,False,,,3G,,,,,,iPhone 13,,,,,
,,Android 13,,"24.2728,-73.4515",,,,5895588995268,,,SIM switch,,,,,,False,,,,,,c71752e9-2b3e-4df6-8ce1-e818369f388f,,4G,2023-06-03T22:26:25.000Z,,,,False,iPhone 13,,,,,
,iOS 15,,WiFi,,,9362581494285,,,,,,,,,,power_on,False,,,,ed27613f-8baf-44ae-b9cb-087c3cba3f96,,,,,,"-69.5184,106.0426",,,False,,Samsung Galaxy S22,,,,2023-01-12 11:48:26
,,,4G,,,,,,,,location_change,,Android 11,"22.1176,116.4834",,,False,,,Xiaomi Mi 11,c21713a9-4de6-443b-895f-bc2204e77f67,,,,,,,,4360255374137,False,,,,,,06/27/2023 10:24:23
WiFi,,,,,,,Realme GT,,,,app_launch,Android 11,,"88.4949,-21.4290",,,False,,,,,,e424bb9f-370b-4117-a85f-93832ae7a003,,,,,,9557458881925,True,,,,,,1681494879
,,,,,,,iPhone 14,,8225698215936,,power_on,Android 13,,"-54.6936,97.5768",,,False,,,,,,60b6f9ee-a6bd-4fdc-b0b2-53c6a7981749,,2G,,,,,False,,,,,2023-11-29 00:03:19,
,iOS 16,,,,,,,6311332672210,,2023-10-10 18:49:08,,,,,,,False,,,Samsung Galaxy S22,2b8d9e31-d1e0-4272-8f37-c36a142d9274,,,power_on,,,,5G,,,,,True,"-63.9863,-116.8223",,
,,,,,True,,,9115694528164,,01/20/2023 18:29:23,,,iOS 15,,,,False,,9680deef-66de-47a4-901d-9245ed3346c5,Samsung Galaxy S22,,,,power_on,2G,,,,,,,,,"14.2920,174.0525",,
,,,5G,,,,Vivo V25,,,1689782745,,,Android 12,"-41.6065,-133.7597",,,False,power_on,,,,,0c39cd13-e663-4439-874c-3ce01cd2f7a7,,,,,,7009799129285,,,,True,,,
,,,,,True,,,7304758591606,,2023-12-11 14:27:10,,,Android 12,,576ed8e3-13a3-477b-a650-786b1862e321,,False,,,,,,,power_on,,,"47.2909,23.2138",3G,,,,OnePlus 10,,,,
,,Android 13,2G,"-63.8921,98.7565",True,,,2002307336751,,,power_on,,,,66758baf-7da2-4877-864f-3df2c6e8023d,,False,,,,,,,,,2023-07-06T02:21:15.000Z,,,,,,Vivo V25,,,,
,,,3G,"-30.7674,37.0619",,,,6853163332881,,,,Android 11,,,,,False,app_launch,3818a43d-84ae-4241-931d-c43245de3f9b,Oppo F21,,,,,,,,,,False,,,,,,2023-08-20T02:12:10.000Z
,,,,,,,Pixel 6,7057826718540,,,,iOS 15,,"-63.5431,-24.6726",,,False,,,,,,,app_launch,,,,5G,,False,,,,,01/16/2023 05:21:43,
2G,,iOS 16,,,,,,,9063733428646,,,,,"20.6915,-80.5380",,,False,,,,,False,,location_change,,1677281100,,,,,Realme GT,,,,,
,,iOS 16,,,,,Samsung Galaxy S22,,1531191207295,2023-11-26T05:54:18.000Z,,,,"76.5632,55.4455",,,False,,a67db00c-c89a-4ed6-93c9-f76b418d80a0,,,,,app_launch,,,,5G,,,,,False,,,
,,iOS 15,4G,"80.4385,155.9848",,4390062400778,,,,,,,,,,power_on,False,,07db708e-5aab-49cc-a834-c1951693e9c5,,,,,,,1677059791,,,,False,,iPhone 13,,,,
,Android 13,,4G,,,,Samsung Galaxy S22,,1346659648988,,,,,,,location_change,False,,,,16c694e3-bde4-4515-a66a-ae8143d17db4,True,,,,2023-09-08T23:33:10.000Z,"61.9544,24.1437",,,,,,,,,
,,Android 11,,,,,,,,2023-04-06T03:04:48.000Z,,,,,,location_change,False,,cb9d14d5-277b-4691-951d-45de252f1549,,,,,,,,,2G,5620830628653,,Oppo F21,,True,"-84.9618,-135.8939",,
,,Android 11,,"17.7714,23.3176",,,,4468344420460,,,,,,,,,False,power_on,5e315157-f5f0-4463-86bd-fd9b542c5347,Pixel 7,,,,,5G,1684464926,,,,,,,True,,,
,,,,"89.8326,127.1712",False,,,,,,,,,,944d90ac-9ed0-4fc1-8d46-572758648492,,False,app_launch,,,,,,,,2023-03-26T20:14:18.000Z,,2G,1193022732369,,,OnePlus 10,,,,
,,Android 12,,,,,,,8273727640858,,,,,,,app_launch,False,,765cf3dd-8e5f-4881-89e5-0cbb1d31961f,,,True,,,,1680903947,"-82.8285,-117.5465",,,,iPhone 14,,,,,
,,,,,,,OnePlus 10,2068773802412,,29/05/2023 08:27:53,,,Android 11,,,,False,app_launch,,,,False,627ed0f6-e7ff-4df6-af8e-caa58d707e2c,,,,,WiFi,,,,,,"-12.7313,152.3047",,
,Android 13,,,,,,Pixel 6,,7334556167192,,app_launch,,,"84.4287,87.6886",,,False,,,,82d277bd-5d32-4461-8f4a-f0b3e4ce878b,,,,4G,,,,,,,,True,,1703826489,
,,,,,,4690793415408,Pixel 7,,,2023-10-01 14:31:41,,iOS 15,,,,power_on,False,,,,31b56fd0-24c5-47e2-9032-01245a3ac7a1,,,,5G,,"-11.8138,63.0968",,,,,,True,,,
,,Android 13,,,,,Samsung Galaxy S22,,,25/12/2023 18:22:59,power_on,,,,,,False,,,,,,23694735-47c4-4ded-9c27-31c6fdb4e1b2,,,,,WiFi,8978834512757,False,,,,"41.5885,-53.7471",,
,,,,,,,,6816211311488,,,,,iOS 16,"-37.7028,-47.4952",,,False,SIM switch,,,,,2bcc39b9-5913-418a-a709-adb71bc3f072,,,,,3G,,,OnePlus 10,,True,,2023-08-21T19:36:56.000Z,
,,,,,,,,9826112105837,,,,Android 13,,"-23.6754,-62.1065",,app_launch,False,,,Realme GT,,,66a1aa98-dd3c-41ea-9b06-d780b98bf656,,,06/03/2023 12:19:21,,3G,,,,,False,,,
2G,,,,,True,,,6276860997915,,,,,iOS 15,,,,False,location_change,,iPhone 13,93c2a7bc-b356-4df4-9cbb-d22cd87eb9dc,,,,,22/02/2023 03:21:27,,,,,,,,"14.0529,-130.1426",,
,Android 12,,,"-41.1523,-171.2105",,,,7546160718955,,1695778838,,,,,a54bf223-1b79-4876-9b7d-e2112b64cbee,,False,,,,,,,,5G,,,,,,Samsung Galaxy S22,,True,,,
,Android 12,,,,False,,,,,,,,,"-30.4579,-12.2163",,,False,,,,,,90f80bde-2712-4a4a-a753-06eedf477296,app_launch,5G,,,,1960467085723,,Vivo V25,,,,08/04/2023 21:46:03,
5G,,,,,,,,3068942716134,,,app_launch,iOS 16,,"-78.7549,171.9597",,,False,,,,372678d7-f2fc-455a-b6b2-dd806f2d1ae4,False,,,,,,,,,Oppo F21,,,,,02/13/2023 15:59:25
,,,,,,,,3965281834582,,,location_change,iOS 15,,"-59.5590,-96.2009",,,False,,,,b6e9203f-dd84-4c85-9cee-432d83f78de8,,,,3G,,,,,,,,True,,2023-10-09T14:37:01.000Z,
,,,,,,,,,4554428677000,,,,iOS 15,"4.6337,110.7587",,,False,,,,,False,af1b276c-0a8b-4c69-84a3-4738bac005ba,,5G,,,,,,,,,,,1679141890
,,,3G,,,,Xiaomi Mi 11,,3768031277513,,,Android 12,,,,app_launch,False,,,,,,22b8da68-0db6-4135-86a0-d61bc41143a9,,,,"-61.6626,24.8112",,,,,,True,,,05/23/2023 23:57:12
,,,,,,,,,9158627406814,,,,Android 11,,52b8cca2-f57e-4a06-b986-dd216e57d7a1,SIM switch,False,,,,,True,,,,,,WiFi,,,Pixel 7,,,"49.7042,-102.2182",,27/10/2023 01:53:11
,,Android 11,2G,"1.7434,152.4529",True,9277345811112,Realme GT,,,,,,,,,location_change,False,,,,,,7e02676c-16ec-483c-a73d-032eaff56024,,,2023-01-07 20:22:58,,,,,,,,,,
,,iOS 16,3G,,,,,,6360589828008,23/02/2023 14:34:59,,,,,066ca0e1-b49b-4fea-ad90-b791e9ba2395,,False,,,,,,,power_on,,,,,,,,Oppo F21,False,"76.6171,-19.0651",,
WiFi,iOS 15,,,"-2.1135,-131.0473",,,,8395451693905,,,SIM switch,,,,,,False,,,,,True,9c843f74-f07e-498a-9fac-4d99afb30d80,,,,,,,,,OnePlus 10,,,,2023-07-13T22:26:11.000Z
,,,,,,,,3370225603341,,,,iOS 16,,,7faf7ee6-6eef-4f88-8f74-95feb870910c,location_change,False,,,,,,,,,,,2G,,,Pixel 7,,False,"36.9153,37.4060",,09/28/2023 13:07:57
,Android 11,,,,,,,,7077245800158,,,,,"-80.8223,-143.3309",,,False,location_change,,,,,012f9574-f4fb-42dc-84a5-b789bfc1dfb7,,,1684457512,,4G,,,,Vivo V25,True,,,
,,,2G,,,4055532994798,,,,,,Android 13,,,,app_launch,False,,41fe6dc8-d43b-41ee-b0e4-dfe1390e60f0,,,,,,,,"80.8049,148.2852",,,,,Samsung Galaxy S22,True,,17/05/2023 20:33:16,
,,,,,,,,,,,,Android 13,,,,,False,,,Pixel 7,,,e5060703-8549-4416-b144-d87c1d270e2a,,WiFi,,,,6445078744118,,,,False,,1702349975,
2G,,,,"-89.9480,163.0743",,,,,9491118742752,17/08/2023 19:06:12,,,Android 11,,792b6b4d-e598-423e-be1e-2069a2d44418,SIM switch,False,,,,,,,,,,,,,True,,,,,,
,,,,,,,,,,2023-11-20T11:25:30.000Z,,Android 11,,"-62.1731,1.0753",,,False,SIM switch,76548eda-c1df-42c2-a9ee-adf9484ccffa,iPhone 14,,,,,,,,WiFi,1193067092407,False,,,,,,
,,,5G,,,,iPhone 14,9991638844100,,,,iOS 16,,"-13.8620,95.8323",,,False,,,,,,144919b9-fd38-4fab-bb38-42b0ec5b4b09,power_on,,2023-11-06T11:10:05.000Z,,,,,,,False,,,
,,iOS 15,,"48.9414,157.5644",,,,6402545573292,,,,,,,,,False,,,,,,534e557c-2232-4f0e-b15d-d08c40930cf4,app_launch,2G,,,,,,,OnePlus 10,False,,07/01/2023 08:21:10,
WiFi,iOS 15,,,,,5632287762608,,,,,,,,,,SIM switch,False,,,Pixel 6,,,0a93bf64-eebf-4b7e-9689-3c5e2c4a1d71,,,,"20.6312,-77.2055",,,True,,,,,,2023-10-18T07:34:41.000Z
2G,,,,,,,,,,,,Android 12,,,,,False,,c421bc13-3ffb-4436-9d34-7e2d1fa0e28a,,,,,power_on,,,"25.3809,107.8345",,3703403609781,-8,iPhone 13,,,,,2023-01-29T17:40:26.000Z
,,iOS 15,4G,,,,,,8505290647391,,,,,"50.7215,78.5848",,SIM switch,False,,,Pixel 6,,,,,,,,,,True,,,,,01/29/2023 21:32:48,
,,,,,,,,,9540344922451,,app_launch,,Android 13,,,,False,,,,,,5938ceae-edec-4dab-8fbb-90f38ebc4734,,,,,4G,,,Realme GT,,False,"-62.8788,126.0790",01/24/2023 18:54:13,
,,iOS 16,,"-83.8175,133.6845",False,,,1884489292619,,2023-06-18 03:21:32,,,,,,,False,app_launch,b3911b20-4972-4a9e-8166-1bae3f74a92e,,,,,,5G,,,,,,,,,,,
,,iOS 16,5G,,,5394014993632,,,,,,,,"-71.2938,-90.9897",,,False,,a0be4fdd-2426-45fb-9686-80953da7f1d5,,,,,SIM switch,,,,,,True,,OnePlus 10,,,,2023-11-20T19:36:44.000Z
,iOS 15,,,,,5533717400463,,,,,,,,,e2080670-0d46-4d31-a3fb-510e63b37f57,power_on,False,,,Vivo V25,,,,,4G,,,,,True,,,,"23.2234,85.7722",,26/12/2023 17:45:39
,,iOS 16,,"-6.2488,-55.9105",,,,,6267938550697,,,,,,,,False,location_change,,,,True,6df3ac79-d91c-49b1-ada4-7530f9aab2ee,,2G,,,,,,Realme GT,,,,1702935304,
2G,,,,,True,,,1920694344183,,,,,iOS 15,,,,False,power_on,0866cf0f-86f2-40b7-a576-5146cb9a078b,OnePlus 10,,,,,,,,,,,,,,"8.5431,-57.0494",2023-09-12 19:54:58,
,,,,,False,5089315417788,,,,,location_change,Android 11,,,,,False,,8fbf0a2a-1fea-4454-bf53-8120e81b385e,,,,,,4G,25/07/2023 11:53:20,,,,,,,,"-44.3495,-8.5812",,
,iOS 16,,5G,,,,,,,,power_on,,,"35.9564,42.0775",,,False,,,,,True,671d1c63-0048-4c08-8cf3-b73f39679960,,,01/19/2023 14:12:22,,,1532590368746,,OnePlus 10,,,,,
2G,iOS 15,,,,,,iPhone 14,3622685799091,,,,,,,,,False,,,,,,acf15967-5e8a-44fb-a0b4-8fb2feaf55e6,SIM switch,,,"-42.1817,-141.9068",,,True,,,,,,1673281868
,,,WiFi,,,,,,5833600010856,,power_on,iOS 16,,,57b04ff5-7724-4408-a025-aa33884bd89a,,False,,,Samsung Galaxy S22,,,,,,,"22.2875,114.6497",,,,,,False,,1687156222,
,,iOS 16,,,,,,,,2023-02-25 23:35:13,app_launch,,,,,,False,,,Samsung Galaxy S22,d8e37876-11ee-40da-80e4-ee9d42084393,,,,3G,,,,7546034489481,False,,,,"4.9642,19.8288",,
,,,,"-29.6601,140.4386",,,,,4869471861260,,,iOS 16,,,fd7476dd-b942-45da-a992-579922281b64,,False,,,,,,,power_on,,,,5G,,,,Pixel 7,False,,2023-01-29T05:46:13.000Z,
,,,,,,,,,,,,Android 12,,,,power_on,False,,,,,,c4a44a8a-24fc-46dc-8295-f0eb8bd0ffc0,,5G,12/01/2023 17:33:16,"-14.3996,67.9487",,8208186892500,False,,iPhone 14,,,,
,,,,,,,Realme GT,,,2023-08-08 05:56:17,,iOS 16,,,,,False,,,,d168a3b5-2bf2-438a-95b1-6537a9740abf,,,SIM switch,,,"31.7899,162.7343",,3585195331439,,,,True,,,
,,,WiFi,,,,,,,,,Android 12,,"-61.6741,-124.8094",,,False,,,iPhone 13,,True,9ad60939-2ba0-49a0-82a3-8d7625dc02a5,app_launch,,,,,7488143975851,,,,,,,2023-07-24 20:49:54
,,,WiFi,"15.9045,-157.8958",,1501790472077,,,,11/18/2023 12:06:42,power_on,Android 11,,,,,False,,,,c44828c8-3b99-4d32-a1cd-4d4eb6c756c7,True,,,,,,,,,Xiaomi Mi 11,,,,,
3G,,Android 13,,,,,Xiaomi Mi 11,,,,SIM switch,,,"-40.0317,-171.0830",,,False,,,,,False,f8cab220-da85-442a-afa5-8ccfc4f1f926,,,,,,1443953292272,,,,,,,2023-05-18 10:37:10
,,,,"27.1179,93.5458",-1,,,8885597961148,,,,Android 11,,,,,False,location_change,ebb2c337-4bbd-4dcf-9752-fe10532ca8ec,,,,,,,,,4G,,,OnePlus 10,,,,05/17/2023 14:11:46,
,,,,,False,,Vivo V25,,,,,,iOS 16,,,app_launch,False,,0caeea52-1090-45c2-a240-ade1bba379e8,,,,,,,,,,2665447820232,,,,,"74.4774,-34.5624",02/28/2023 12:43:21,
